departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
HGH,China,TPE,Taiwan,Airbus A330-200,186,30.2295,120.434,25.0777,121.233
NRT,Japan,FRA,Germany,Boeing B747-400,186,35.7653,140.386,50.0333,8.57056
PUS,South Korea,BKK,Thailand,Airbus A330-300,185,35.1795,128.938,13.6811,100.747
BKK,Thailand,MAD,Spain,Boeing B777-200ER,185,13.6811,100.747,40.4719,-3.56264
ICN,South Korea,NRT,Japan,Boeing B747-8F,185,37.4633,126.44,35.7653,140.386
NRT,Japan,DEL,India,Boeing B787-8,185,35.7653,140.386,28.5665,77.1031
PVG,China,NRT,Japan,Boeing B777-200ER,185,31.1434,121.805,35.7653,140.386
COK,India,DXB,United Arab Emirates,Boeing B777-300,185,10.152,76.4019,25.2528,55.3644
BLR,India,DXB,United Arab Emirates,Boeing B777-300,185,13.1979,77.7063,25.2528,55.3644
DXB,United Arab Emirates,BLR,India,Boeing B777-300,185,25.2528,55.3644,13.1979,77.7063
BKK,Thailand,PUS,South Korea,Airbus A330-300,184,13.6811,100.747,35.1795,128.938
NRT,Japan,PVG,China,Boeing B777-200ER,184,35.7653,140.386,31.1434,121.805
DXB,United Arab Emirates,COK,India,Boeing B777-300,184,25.2528,55.3644,10.152,76.4019
NKG,China,FRA,Germany,Airbus A340-300,184,31.742,118.862,50.0333,8.57056
SGN,Vietnam,ICN,South Korea,Airbus A330-300,183,10.8188,106.652,37.4633,126.44
ICN,South Korea,SGN,Vietnam,Airbus A330-300,183,37.4633,126.44,10.8188,106.652
DEL,India,SIN,Singapore,Airbus A330-300,183,28.5665,77.1031,1.35019,103.994
SIN,Singapore,DEL,India,Airbus A330-300,183,1.35019,103.994,28.5665,77.1031
DAC,Bangladesh,DMM,Saudi Arabia,Boeing B747F-Unspecified,183,23.8433,90.3978,26.4712,49.7979
CCU,India,SIN,Singapore,Airbus A330-300,182,22.6547,88.4467,1.35019,103.994
SIN,Singapore,CCU,India,Airbus A330-300,182,1.35019,103.994,22.6547,88.4467
SIN,Singapore,NRT,Japan,Boeing B767F-Unspecified,181,1.35019,103.994,35.7653,140.386
BKK,Thailand,CKG,China,Boeing B767-300ER,181,13.6811,100.747,29.7192,106.642
ICN,South Korea,SGN,Vietnam,Boeing B777-200ER,181,37.4633,126.44,10.8188,106.652
SGN,Vietnam,ICN,South Korea,Boeing B777-200ER,181,10.8188,106.652,37.4633,126.44
DEL,India,PEK,China,Airbus A330-300,180,28.5665,77.1031,40.0725,116.598
TLV,Israel,BKK,Thailand,Boeing B747-400,180,32.0114,34.8867,13.6811,100.747
PEK,China,DEL,India,Airbus A330-300,180,40.0725,116.598,28.5665,77.1031
PEK,China,BKK,Thailand,Boeing B777-300,180,40.0725,116.598,13.6811,100.747
BKK,Thailand,PEK,China,Boeing B777-300,180,13.6811,100.747,40.0725,116.598
ICN,South Korea,CTS,Japan,Boeing B747-400,179,37.4633,126.44,,
RUH,Saudi Arabia,DOH,Qatar,Boeing B777-300ER,179,24.9576,46.6988,25.2731,51.6081
BKK,Thailand,TLV,Israel,Boeing B747-400,179,13.6811,100.747,32.0114,34.8867
CTS,Japan,ICN,South Korea,Boeing B747-400,179,,,37.4633,126.44
CKG,China,BKK,Thailand,Boeing B767-300ER,178,29.7192,106.642,13.6811,100.747
TPE,Taiwan,ICN,South Korea,Airbus A330-200,178,25.0777,121.233,37.4633,126.44
DOH,Qatar,CDG,France,Boeing B777-300ER,178,25.2731,51.6081,49.0097,2.54778
DOH,Qatar,RUH,Saudi Arabia,Boeing B777-300ER,178,25.2731,51.6081,24.9576,46.6988
ICN,South Korea,HAN,Vietnam,Boeing B777-200ER,177,37.4633,126.44,21.2212,105.807
ICN,South Korea,TPE,Taiwan,Airbus A330-200,177,37.4633,126.44,25.0777,121.233
HAN,Vietnam,ICN,South Korea,Boeing B777-200ER,177,21.2212,105.807,37.4633,126.44
PEK,China,GVA,Switzerland,Airbus A330-200,177,40.0725,116.598,46.2381,6.10895
BKK,Thailand,NRT,Japan,Airbus A330-Unspecified,176,13.6811,100.747,35.7653,140.386
PEK,China,BRU,Belgium,Airbus A330-Unspecified,175,40.0725,116.598,50.9014,4.48444
ICN,South Korea,NRT,Japan,Boeing B767-300ERF,175,37.4633,126.44,35.7653,140.386
NRT,Japan,BKK,Thailand,Airbus A330-Unspecified,175,35.7653,140.386,13.6811,100.747
BOM,India,LHR,United Kingdom,Boeing B747-400,175,19.0887,72.8679,51.4775,-0.461389
DOH,Qatar,DWC,United Arab Emirates,Airbus A330-200F,174,25.2731,51.6081,24.8964,55.1614
DXB,United Arab Emirates,MUC,Germany,Airbus A330-300,173,25.2528,55.3644,48.3538,11.7861
ICN,South Korea,NGO,Japan,Boeing B747-400F,173,37.4633,126.44,34.8584,136.805
MAA,India,DXB,United Arab Emirates,Boeing B777-300ER,172,12.99,80.1693,25.2528,55.3644
DXB,United Arab Emirates,MAA,India,Boeing B777-300ER,171,25.2528,55.3644,12.99,80.1693
PVG,China,FRA,Germany,Boeing B747-400,170,31.1434,121.805,50.0333,8.57056
SIN,Singapore,ICN,South Korea,Boeing B747-400F,169,1.35019,103.994,37.4633,126.44
HAN,Vietnam,SIN,Singapore,Boeing B747-400F,169,21.2212,105.807,1.35019,103.994
DOH,Qatar,DAC,Bangladesh,Airbus A330-200,169,25.2731,51.6081,23.8433,90.3978
DAC,Bangladesh,DOH,Qatar,Airbus A330-200,169,23.8433,90.3978,25.2731,51.6081
DOH,Qatar,STN,United Kingdom,Boeing B777-200LRF,168,25.2731,51.6081,51.885,0.235
ICN,South Korea,NRT,Japan,Boeing B747-400F,166,37.4633,126.44,35.7653,140.386
SIN,Singapore,PVG,China,Airbus A330-300,165,1.35019,103.994,31.1434,121.805
BOM,India,TLV,Israel,Boeing B767-300ER,164,19.0887,72.8679,32.0114,34.8867
DOH,Qatar,LHR,United Kingdom,Boeing B787-8,164,25.2731,51.6081,51.4775,-0.461389
PVG,China,SIN,Singapore,Airbus A330-300,164,31.1434,121.805,1.35019,103.994
TLV,Israel,BOM,India,Boeing B767-300ER,163,32.0114,34.8867,19.0887,72.8679
DEL,India,DOH,Qatar,Airbus A330-200,163,28.5665,77.1031,25.2731,51.6081
DOH,Qatar,DEL,India,Airbus A330-200,163,25.2731,51.6081,28.5665,77.1031
TPE,Taiwan,BKK,Thailand,Boeing MD-11F,163,25.0777,121.233,13.6811,100.747
DXB,United Arab Emirates,BOM,India,Airbus A380-800,163,25.2528,55.3644,19.0887,72.8679
JED,Saudi Arabia,DAC,Bangladesh,Boeing B747F-Unspecified,162,21.6796,39.1565,23.8433,90.3978
BOM,India,RUH,Saudi Arabia,Boeing B777-200ER,162,19.0887,72.8679,24.9576,46.6988
BKK,Thailand,ARN,Sweden,Boeing B787-8,162,13.6811,100.747,59.6519,17.9186
BOM,India,DXB,United Arab Emirates,Airbus A380-800,162,19.0887,72.8679,25.2528,55.3644
PVG,China,CDG,France,Boeing B777-200ER,162,31.1434,121.805,49.0097,2.54778
BKK,Thailand,BRU,Belgium,Boeing B777-300,161,13.6811,100.747,50.9014,4.48444
DXB,United Arab Emirates,ATH,Greece,Boeing B777-300ER,160,25.2528,55.3644,37.9364,23.9445
DMM,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-300,160,26.4712,49.7979,25.2528,55.3644
DXB,United Arab Emirates,DMM,Saudi Arabia,Boeing B777-300,160,25.2528,55.3644,26.4712,49.7979
NRT,Japan,ICN,South Korea,Boeing B747-8F,159,35.7653,140.386,37.4633,126.44
ICN,South Korea,PEK,China,Boeing B777-300,158,37.4633,126.44,40.0725,116.598
DEL,India,JED,Saudi Arabia,Boeing B777-200ER,158,28.5665,77.1031,21.6796,39.1565
PEK,China,ICN,South Korea,Boeing B777-300,158,40.0725,116.598,37.4633,126.44
JED,Saudi Arabia,CCJ,India,Boeing B777-200ER,157,21.6796,39.1565,11.1368,75.9553
BKK,Thailand,MXP,Italy,Boeing B747-400,157,13.6811,100.747,45.6306,8.72811
ICN,South Korea,XIY,China,Airbus A330-300,157,37.4633,126.44,34.4471,108.752
XIY,China,ICN,South Korea,Airbus A330-300,157,34.4471,108.752,37.4633,126.44
JED,Saudi Arabia,DEL,India,Boeing B777-200ER,157,21.6796,39.1565,28.5665,77.1031
AKJ,Japan,TPE,Taiwan,Airbus A330-200,156,43.6708,142.447,25.0777,121.233
RUH,Saudi Arabia,ICN,South Korea,Airbus A330-200,156,24.9576,46.6988,37.4633,126.44
DEL,India,ICN,South Korea,Airbus A330-300,156,28.5665,77.1031,37.4633,126.44
ICN,South Korea,DEL,India,Airbus A330-300,156,37.4633,126.44,28.5665,77.1031
PVG,China,BKK,Thailand,Airbus A330-300,156,31.1434,121.805,13.6811,100.747
DEL,India,JED,Saudi Arabia,Boeing B777-300ER,156,28.5665,77.1031,21.6796,39.1565
TPE,Taiwan,AKJ,Japan,Airbus A330-200,156,25.0777,121.233,43.6708,142.447
CCJ,India,JED,Saudi Arabia,Boeing B777-200ER,156,11.1368,75.9553,21.6796,39.1565
MAA,India,RUH,Saudi Arabia,Airbus A330-300,155,12.99,80.1693,24.9576,46.6988
DOH,Qatar,EDI,United Kingdom,Boeing B787-8,155,25.2731,51.6081,55.95,-3.3725
HKD,Japan,TPE,Taiwan,Airbus A330-Unspecified,155,41.77,140.822,25.0777,121.233
COK,India,RUH,Saudi Arabia,Airbus A330-300,155,10.152,76.4019,24.9576,46.6988
TPE,Taiwan,CGO,China,Airbus A330-300,155,25.0777,121.233,34.5197,113.841
CGO,China,TPE,Taiwan,Airbus A330-300,155,34.5197,113.841,25.0777,121.233
RUH,Saudi Arabia,CCJ,India,Boeing B777-200ER,155,24.9576,46.6988,11.1368,75.9553
JED,Saudi Arabia,DEL,India,Boeing B777-300ER,155,21.6796,39.1565,28.5665,77.1031
ICN,South Korea,RUH,Saudi Arabia,Airbus A330-200,155,37.4633,126.44,24.9576,46.6988
RUH,Saudi Arabia,LKO,India,Airbus A330-300,155,24.9576,46.6988,26.7606,80.8893
TPE,Taiwan,HKD,Japan,Airbus A330-Unspecified,155,25.0777,121.233,41.77,140.822
LKO,India,RUH,Saudi Arabia,Airbus A330-300,155,26.7606,80.8893,24.9576,46.6988
CCJ,India,RUH,Saudi Arabia,Boeing B777-200ER,155,11.1368,75.9553,24.9576,46.6988
RUH,Saudi Arabia,CCJ,India,Boeing B777-300ER,155,24.9576,46.6988,11.1368,75.9553
SIN,Singapore,BCN,Spain,Boeing B777-300ER,155,1.35019,103.994,41.2971,2.07846
JED,Saudi Arabia,LHR,United Kingdom,Boeing B777-200ER,155,21.6796,39.1565,51.4775,-0.461389
CAN,China,RUH,Saudi Arabia,Boeing B777-200ER,155,23.3924,113.299,24.9576,46.6988
RUH,Saudi Arabia,CAN,China,Boeing B777-200ER,155,24.9576,46.6988,23.3924,113.299
BKK,Thailand,PVG,China,Airbus A330-300,154,13.6811,100.747,31.1434,121.805
CCJ,India,RUH,Saudi Arabia,Boeing B777-300ER,154,11.1368,75.9553,24.9576,46.6988
RUH,Saudi Arabia,COK,India,Airbus A330-300,154,24.9576,46.6988,10.152,76.4019
DOH,Qatar,CTU,China,Airbus A330-200,154,25.2731,51.6081,30.5785,103.947
CTU,China,DOH,Qatar,Airbus A330-200,154,30.5785,103.947,25.2731,51.6081
AMD,India,SIN,Singapore,Airbus A330-300,153,23.0772,72.6347,1.35019,103.994
NGO,Japan,ICN,South Korea,Boeing B777-200ER,153,34.8584,136.805,37.4633,126.44
TPE,Taiwan,XMN,China,Airbus A340-300,153,25.0777,121.233,24.544,118.128
DOH,Qatar,CKG,China,Airbus A330-200,153,25.2731,51.6081,29.7192,106.642
CKG,China,DOH,Qatar,Airbus A330-200,153,29.7192,106.642,25.2731,51.6081
HGH,China,KHH,Taiwan,Airbus A330-300,153,30.2295,120.434,22.5771,120.35
XMN,China,TPE,Taiwan,Airbus A340-300,153,24.544,118.128,25.0777,121.233
SIN,Singapore,AMD,India,Airbus A330-300,153,1.35019,103.994,23.0772,72.6347
KHH,Taiwan,HGH,China,Airbus A330-300,153,22.5771,120.35,30.2295,120.434
RUH,Saudi Arabia,MAA,India,Airbus A330-300,153,24.9576,46.6988,12.99,80.1693
PEK,China,WAW,Poland,Boeing B787-8,153,40.0725,116.598,52.1657,20.9671
SIN,Singapore,PEK,China,Airbus A380-800,152,1.35019,103.994,40.0725,116.598
BKK,Thailand,CAN,China,Airbus A330-200,152,13.6811,100.747,23.3924,113.299
SHE,China,FRA,Germany,Airbus A340-300,152,41.6398,123.483,50.0333,8.57056
HAN,Vietnam,TPE,Taiwan,Boeing MD-11F,152,21.2212,105.807,25.0777,121.233
AUH,United Arab Emirates,NRT,Japan,Airbus A340-500,152,24.433,54.6511,35.7653,140.386
TSN,China,SIN,Singapore,Boeing B777-200/200ER,152,39.1244,117.346,1.35019,103.994
BKK,Thailand,HAN,Vietnam,Boeing MD-11F,152,13.6811,100.747,21.2212,105.807
CAN,China,BKK,Thailand,Airbus A330-200,152,23.3924,113.299,13.6811,100.747
PEK,China,SIN,Singapore,Airbus A380-800,152,40.0725,116.598,1.35019,103.994
BOM,India,SIN,Singapore,Boeing B777-300ER,151,19.0887,72.8679,1.35019,103.994
DOH,Qatar,HAN,Vietnam,Boeing B777-200LRF,151,25.2731,51.6081,21.2212,105.807
DMM,Saudi Arabia,DAC,Bangladesh,Boeing B777-200ER,151,26.4712,49.7979,23.8433,90.3978
CTU,China,LHR,United Kingdom,Boeing B787-8,151,30.5785,103.947,51.4775,-0.461389
SIN,Singapore,TSN,China,Boeing B777-200/200ER,151,1.35019,103.994,39.1244,117.346
DAC,Bangladesh,DMM,Saudi Arabia,Boeing B777-200ER,151,23.8433,90.3978,26.4712,49.7979
SIN,Singapore,BOM,India,Boeing B777-300ER,151,1.35019,103.994,19.0887,72.8679
PEK,China,LHR,United Kingdom,Boeing B777-Unspecified,150,40.0725,116.598,51.4775,-0.461389
HND,Japan,PEK,China,Boeing B777-Unspecified,150,35.5533,139.781,40.0725,116.598
DXB,United Arab Emirates,FCO,Italy,Boeing B777-300ER,150,25.2528,55.3644,41.8003,12.2389
ICN,South Korea,NGO,Japan,Boeing B767-300,150,37.4633,126.44,34.8584,136.805
PEK,China,HND,Japan,Boeing B777-Unspecified,150,40.0725,116.598,35.5533,139.781
NGO,Japan,ICN,South Korea,Boeing B767-300,150,34.8584,136.805,37.4633,126.44
